brand,details,name,price,product_type,shades
Stylecraft,"100% Acrylic, 3.5oz",Stylecraft Bellissima,4.1000,Yarns,"
                            7 shades"
Wool and the Gang,"100% Cotton, 3.5oz",Wool and the Gang Billie Jean Yarn,8.9900,Yarns,"
                            2 shades"
HiKoo,"55% Cotton 21% Nylon 16% Bamboo 8% Silk, 1.8oz",HiKoo CoBaSi,7.9500,Yarns,"
                            8 shades"
Debbie Bliss,"76% Mohair 24% Silk, 4.4oz",Debbie Bliss Angel  5 Ball Value Pack,67.4500,Yarns,"
                            16 colorways"
Rowan,"70% Wool 15% Alpaca 15% Silk, 1.8oz",Rowan Island Blend Fine,16.9915,Yarns,"
                            4 shades"
Katia,"100% Virgin Wool, 1.8oz",Katia Merino Baby,6.4900,Yarns,"
                            1 shade"
Juniper Moon Farm,3.5oz,Juniper Moon Farm Zooey,17.9500,Yarns,"
                            15 shades"
Juniper Moon Farm,"100% Silk, 1.8oz",Juniper Moon Farm Aine,24.9500,Yarns,"
                            2 shades"
Juniper Moon Farm,"85% Llama 15% Polyamide, 3.5oz",Juniper Moon Farm Stargazer Brushed,20.8525,Yarns,"
                            5 shades"
King Cole,"70% Acrylic 30% Wool, 3.5oz",King Cole Fashion Aran Combo,6.1000,Yarns,"
                            2 shades"
Rico,"55% Virgin Wool 45% Acrylic, 3.5oz",Rico Essentials Mega Merino,9.2900,Yarns,"
                            13 shades"
Phildar,"60% Polyamide 40% Cotton, 1.8oz",Phildar Phil Baby Doll,5.9900,Yarns,"
                            2 shades"
Lang Yarns,"70% Virgin Wool 30% Viscose, 1.8oz",Lang Yarns Urania,9.5000,Yarns,"
                            14 shades"
Lang Yarns,"100% Cotton, 1.8oz",Lang Yarns Quattro,3.9900,Yarns,"
                            18 shades"
Universal Yarn,,Universal Yarn Japanese Knot Bag Solid Kit,33.9900,Kits,"
                            2 options"
James C. Brett,"50% Cotton 50% Acrylic, 1.8oz",James C. Brett Dotti DK,4.9900,Yarns,"
                            6 shades"
Lana Grossa,"70% Cotton 30% Polyamide, 1.8oz",Lana Grossa Riserva,6.5900,Yarns,"
                            20 shades"
Willow and Lark,8.8oz,Willow and Lark Ramble 5 Ball Value Pack,36.2500,Yarns,"
                            20 colorways"
Berroco,"30% Nylon 27% Cotton 24% Acrylic 10% Silk 9% Linen, 3.5oz",Berroco Remix Light,12.0000,Yarns,"
                            14 shades"
Katia,"100% Merino Wool, 1.8oz",Katia Merino 100%,6.5000,Yarns,"
                            3 shades"
Sirdar,"87% Acrylic 13% Nylon, 1.8oz",Sirdar Husky,4.6400,Yarns,"
                            5 shades"
Sirdar,"42% Cotton 33% Acrylic 15% Wool 10% Nylon, 1.8oz",Sirdar Bouffle,5.4500,Yarns,"
                            9 shades"
Yarn and Colors,"15% Wool 85% Acrylic, 7.1oz",Yarn and Colors Urban,10.7910,Yarns,"
                            2 shades"
Debbie Bliss,17.6oz,Debbie Bliss Rialto Lace 10 Ball Value Pack,69.9300,Yarns,"
                            19 colorways"
Rowan,"42% Silk 35% Mohair 23% Cashmere, 1.8oz",Rowan Sultano Original,36.2355,Yarns,"
                            1 shade"
Rowan,1.8oz,Rowan Island Blend,12.9935,Yarns,"
                            4 shades"
Rowan,"100% Cashmere, 1.8oz",Rowan Chunky Cashmere,47.9750,Yarns,"
                            6 shades"
Paintbox Yarns,35.3oz,Paintbox Yarns Recycled Cotton Worsted 10 Ball Value Pack,45.0000,Yarns,"
                            9 colorways"
Phildar,"100% Wool, 1.8oz",Phildar Phil Ecolaine,7.6475,Yarns,"
                            3 shades"
Cascade Yarns,"55% Nylon 45% Acrylic, 3.5oz",Cascade Yarns Cherub Chunky,6.2500,Yarns,"
                            8 shades"
Berroco,"93% Cotton 7% Nylon, 1.8oz",Berroco Zinnia,12.0000,Yarns,"
                            11 shades"
The Yarn Collective,"100% Merino Wool, 3.5oz",The Yarn Collective Fleurville 4 Ply,19.4900,Yarns,"
                            10 shades"
Rico,"100% Cotton, 1.8oz",Rico Essentials Organic Cotton Aran,3.2900,Yarns,"
                            20 shades"
King Cole,"100% Acrylic, 3.5oz",King Cole Cherish DK,5.1500,Yarns,"
                            5 shades"
Valley Yarns,8.8oz,Valley Yarns Superwash DK 5 Ball Value Pack,34.9500,Yarns,"
                            25 colorways"
Stylecraft,"80% Acrylic 20% Wool, 14.1oz",Stylecraft Special Aran with Wool,14.5000,Yarns,"
                            11 shades"
Red Heart,"100% Acrylic, 3.5oz",Red Heart Unforgettable,6.5000,Yarns,"
                            3 shades"
King Cole,"72% Acrylic 25% Wool 3% Viscose, 3.5oz",King Cole Chunky Tweed,6.7600,Yarns,"
                            8 shades"
Debbie Bliss,"50% Cotton 50% Viscose, 17.6oz",Debbie Bliss Piper 5 Ball Value Pack,47.4500,Yarns,"
                            16 colorways"
King Cole,"79% Acrylic 17% Cotton 4% Wool, 3.5oz",King Cole Drifter 4 ply,7.4900,Yarns,"
                            6 shades"
Lion Brand,"78% Acrylic 22% Wool, 5.3oz",Lion Brand Scarfie,9.9900,Yarns,"
                            5 shades"
King Cole,"100% Polyester, 7.1oz",King Cole Jelly Bean,11.2500,Yarns,"
                            5 shades"
Paintbox Yarns,"100% Acrylic, 42.3oz",Fizzy Flower Cushion Colourful Home Collection - Paintbox Yarns Simply Chunky 12 Ball Color Pack,25.2000,Yarns,"
                            2 colorways"
Paintbox Yarns,"50% Wool 50% Acrylic, 35.3oz",Paintbox Yarns Wool Mix Super Chunky 10 Ball Value Pack,80.0000,Yarns,"
                            49 colorways"
Tahki Yarns,"90% Cotton 10% Silk, 1.8oz",Tahki Yarns Coronado,6.9900,Yarns,"
                            13 shades"
Lana Grossa,"75% Cotton 15% Merino Wool 10% Alpaca, 1.8oz",Lana Grossa Ecopuno,14.9900,Yarns,"
                            48 shades"
Aunt Lydia's,"100% Cotton, 2.8oz",Aunt Lydia's Classic Crochet Thread Size 10 Natural,3.7500,Yarns,"
                            1 shade"
Hoooked,"85% Cotton 15% Other, 17.6oz",Hoooked Spesso Chunky Cotton,11.0000,Yarns,"
                            14 shades"
Debbie Bliss,17.6oz,Debbie Bliss Rialto DK 10 Ball Value Pack,99.9000,Yarns,"
                            35 colorways"
Loopy Mango,"100% Merino Wool, 1.8oz",Loopy Mango Dream,12.0000,Yarns,"
                            9 shades"
Paintbox Yarns,"100% Cotton, 7.1oz",Paintbox Yarns Daisy The Chick - Paintbox Yarns Cotton Aran 4 Ball Color Pack,20.4750,Yarns,"
                            1 colorway"
Lana Grossa,"74% Cotton 26% Polyamide, 1.8oz",Lana Grossa Per Fortuna,6.5900,Yarns,"
                            17 shades"
Lang Yarns,"100% Virgin Wool, 1.8oz",Lang Yarns Merino 150 DÉGRADÉ,10.9900,Yarns,"
                            7 shades"
Valley Yarns,"60% Merino Wool 40% Acrylic, 35.3oz",Valley Yarns Haydenville Bulky 10 Ball Value Pack,79.9000,Yarns,"
                            20 colorways"
Hayfield,"70% Acrylic 30% Nylon, 3.5oz",Hayfield Baby Blossom Chunky,7.5000,Yarns,"
                            7 shades"
Rico,"75% Virgin Wool 25% Polyamide, 1.8oz",Rico Superba Premium 4ply,7.1900,Yarns,"
                            23 shades"
Lana Grossa,"100% Virgin Wool, 1.8oz",Lana Grossa Cool Wool Lace,8.9900,Yarns,"
                            9 shades"
Paintbox Yarns,"55% Cotton 45% Polyamide, 17.6oz",Paintbox Yarns Metallic DK 10 Ball Value Pack,52.5000,Yarns,"
                            12 colorways"
James C. Brett,"100% Acrylic, 3.5oz",James C. Brett Marble DK,6.9900,Yarns,"
                            5 shades"
Willow and Lark,"70% Wool 30% Acrylic, 1.8oz",Willow & Lark Heath Solids,7.0000,Yarns,"
                            16 shades"
Valley Yarns,"52% Cotton 48% Bamboo, 8.8oz",Valley Yarns Southwick 5 Ball Value Pack,26.9500,Yarns,"
                            20 colorways"
Lion Brand,"88% Acrylic 12% Polyester, 8oz",Lion Brand Homespun Thick & Quick,8.9900,Yarns,"
                            2 shades"
Schachenmayr,"100% Polyester, 3.5oz",Schachenmayr Luxury Velvet,6.5000,Yarns,"
                            10 shades"
DMC,"100% Cotton, 3.5oz",DMC Natura XL,6.6900,Yarns,"
                            16 shades"
Willow and Lark,"60% Merino Wool 30% Microfibre 10% Camel, 17.6oz",Willow & Lark Poetry 10 Ball Value Pack,85.0000,Yarns,"
                            19 colorways"
Sirdar,"50% Wool 50% Nylon, 1.8oz",Sirdar Haworth Tweed,7.0000,Yarns,"
                            12 shades"
Valley Yarns,"60% Merino Wool 40% Acrylic, 8.8oz",Valley Yarns Haydenville DK 5 Ball Value Pack,22.4500,Yarns,"
                            24 colorways"
Debbie Bliss,17.6oz,Debbie Bliss Rialto Aran 10 Ball Value Pack,99.9000,Yarns,"
                            16 colorways"
Schachenmayr,"100% Cotton, 1.8oz",Schachenmayr Catania Color,5.4900,Yarns,"
                            8 shades"
Cloudborn,"100% Cotton, 3.5oz",Cloudborn Pima Cotton DK,7.5000,Yarns,"
                            7 shades"
Stylecraft,"100% Acrylic, 38.8oz",Stylecraft Letitia's Garden CAL in Special DK - Cottage Garden - Runner,34.6500,Yarns,"
                            1 colorway"
Stolen Stitches,"60% Merino Wool 20% Yak 20% Linen, 1.8oz",Stolen Stitches Nua,10.9900,Yarns,"
                            9 shades"
King Cole,"90% Nylon 10% Polyester, 3.5oz",King Cole Luxury Fur,6.9500,Yarns,"
                            5 shades"
Lana Grossa,"55% Cotton 30% Polyamide 15% Silk, 1.8oz",Lana Grossa Capri,6.5000,Yarns,"
                            12 shades"
Premier Yarns,"97% Acrylic 3% Viscose, 6oz",Premier Yarns Mega Tweed,7.9900,Yarns,"
                            6 shades"
Schachenmayr,"52% Cotton 48% Viscose, 1.8oz",Schachenmayr Baby Smiles Cotton Bamboo,6.4900,Yarns,"
                            3 shades"
Debbie Bliss,"100% Cotton, 35.3oz",Debbie Bliss Cotton Denim DK 10 Ball Value Pack,84.9000,Yarns,"
                            8 colorways"
Debbie Bliss,"100% Wool, 35.3oz",Debbie Bliss Falkland Aran 10 Ball Value Pack,181.6500,Yarns,"
                            16 colorways"
Debbie Bliss,"100% Baby Alpaca, 17.6oz",Debbie Bliss Aymara 10 Ball Value Pack,109.9000,Yarns,"
                            11 colorways"
Debbie Bliss,35.3oz,Debbie Bliss Toast 4 Ply 10 Ball Value Pack,149.9000,Yarns,"
                            10 colorways"
Debbie Bliss,"95% Wool 5% Cashmere, 35.3oz",Debbie Bliss Fine Donegal 10 Ball Value Pack,249.5000,Yarns,"
                            14 colorways"
Blue Sky Fibers,"100% Wool, 3.7oz",Blue Sky Fibers Woolstok Bundle,32.0000,Yarns,"
                            1 colorway"
Debbie Bliss,"50% Merino Wool 25% Alpaca 25% Viscose, 1.8oz",Debbie Bliss Erin Tweed,11.9900,Yarns,"
                            16 shades"
Bernat,"100% Polyester, 8.8oz",Bernat Blanket Breezy,12.9900,Yarns,"
                            8 shades"
King Cole,"69% Acrylic 25% Cotton 6% Wool, 3.5oz",King Cole Subtle Drifter DK,7.7500,Yarns,"
                            5 shades"
Rowan,"40% Baby Alpaca 30% Cashmere 30% Silk, 0.9oz",Rowan Cashmere Haze,24.9900,Yarns,"
                            10 shades"
Novita,"100% Wool, 3.5oz",Novita Hygge,8.4000,Yarns,"
                            5 shades"
Paintbox Yarns,141.1oz,Paintbox Yarns Recycled T-Shirt 5 Ball Value Pack,50.0000,Yarns,"
                            17 colorways"
Schachenmayr,"50% Cotton 50% Polyester, 1.8oz",Schachenmayr Cotton4Future,7.9900,Yarns,"
                            4 shades"
Rico,"100% Cotton, 4.6oz",Rico Creative Cotton Cord,8.9900,Yarns,"
                            12 shades"
Premier Yarns,"100% Polyester, 7.1oz",Premier Yarns Bunny,9.4900,Yarns,"
                            9 shades"
Premier Yarns,"85% Cotton 15% Polyester, 10.6oz",Premier Yarns Home Cotton XL Marls,7.9900,Yarns,"
                            7 shades"
Bernat,"100% Polyester, 6.3oz",Bernat Alize Blanket-EZ,11.9900,Yarns,"
                            8 shades"
Premier Yarns,"100% Acrylic, 3.5oz",Premier Yarns Premier Garden,5.4900,Yarns,"
                            4 shades"
Caron,"60% Acrylic 20% Nylon 20% Merino Wool, 3.5oz",Caron x Pantone,9.9900,Yarns,"
                            6 shades"
Rowan,"95% Cotton 5% Other, 1.8oz",Rowan Denim Revive,8.7500,Yarns,"
                            7 shades"
Cascade Yarns,"55% Nylon 45% Acrylic, 1.8oz",Cascade Yarns Cherub DK Multis,3.9900,Yarns,"
                            6 shades"
Phildar,"100% Cotton, 1.8oz",Phildar Phil Love Cotton,3.9900,Yarns,"
                            1 shade"
Hoooked,,Hoooked Macrame Hanging Basket,14.4900,Kits,"
                            2 options"
Debbie Bliss,"100% Cashmere, 4.4oz",Debbie Bliss Luna 5 Ball Value Pack,110.0000,Yarns,"
                            5 colorways"
Debbie Bliss,"95% Wool 5% Cashmere, 8.8oz",Debbie Bliss Iris 5 Ball Value Pack,74.9500,Yarns,"
                            11 colorways"
Debbie Bliss,"100% Wool, 17.6oz",Debbie Bliss Falkland Aran 5 Ball Value Pack,90.8250,Yarns,"
                            16 colorways"
Debbie Bliss,"95% Wool 5% Cashmere, 17.6oz",Debbie Bliss Fine Donegal 5 Ball Value Pack,124.7500,Yarns,"
                            14 colorways"
Bernat,10.6oz,Bernat Blanket Extra,22.9900,Yarns,"
                            1 shade"
Rico,"60% Wool 20% Polyamide 20% Viscose, 1.8oz",Rico Fashion Modern Tweed Aran,7.4900,Yarns,"
                            5 shades"
Berroco,"81% Linen 19% Nylon, 1.8oz",Berroco Liana,12.0000,Yarns,"
                            2 shades"
West Yorkshire Spinners,"80% Wool 20% Silk, 3.5oz",West Yorkshire Spinners Exquisite 4 Ply,22.5000,Yarns,"
                            9 shades"
Rico,"50% Virgin Wool 25% Polyamide 25% Viscose, 3.5oz",Rico Superba Bamboo 4Ply,10.5000,Yarns,"
                            7 shades"
Debbie Bliss,"55% Wool 33% Acrylic 12% Cashmere, 17.6oz",Debbie Bliss Baby Cashmerino Tonals 10 Ball Value Pack,99.9000,Yarns,"
                            12 colorways"
Debbie Bliss,"100% Cotton, 17.6oz",Debbie Bliss Eco Baby 10 Ball Value Pack,79.5000,Yarns,"
                            11 colorways"
Manos del Uruguay,"70% Merino Wool 30% Modal, 3.5oz",Manos Del Uruguay Feliz,28.0000,Yarns,"
                            3 shades"
Lion Brand,,Lion Brand BACK TO THE FUCHSIA KNIT COWL,14.9900,Kits,
Noro,"26% Silk 21% Cotton 15% Viscose 14% Mohair 24% Other, 7.1oz",Noro Akari,44.9500,Yarns,"
                            7 shades"
Manos del Uruguay,"70% Merino Wool 30% Silk, 3.5oz",Manos del Uruguay Fino Mini Skein Set,40.0000,Yarns,"
                            8 colorways"
The Fibre Co.,3.5oz,The Fibre Co. Lore,19.5000,Yarns,"
                            2 shades"
Katia,"70% Cotton 30% Merino Wool, 1.8oz",Katia Cotton Merino,9.9500,Yarns,"
                            8 shades"
King Cole,"79% Acrylic 17% Cotton 4% Wool, 3.5oz",King Cole Drifter Aran,8.5000,Yarns,"
                            4 shades"
King Cole,"50% Wool 30% Acrylic 20% Polyamide, 1.8oz",King Cole Majestic DK,3.8900,Yarns,"
                            5 shades"
Bernat,"100% Polyester, 10.5oz",Bernat Blanket Boho Collection,12.9900,Yarns,"
                            8 shades"
Lion Brand,"90% Acrylic 10% Alpaca, 3.5oz",Lion Brand Touch of Alpaca,6.4900,Yarns,"
                            8 shades"
Universal Yarn,"90% Wool 7% Acrylic 3% Viscose, 3.5oz",Universal Yarn Deluxe Worsted Tweed Superwash,10.5000,Yarns,"
                            6 shades"
Cascade Yarns,"100% Merino Wool, 8.8oz",Cascade Yarns Eco+ Merino,28.9900,Yarns,"
                            9 shades"
Sirdar,"100% Polyester, 1.8oz",Sirdar Funky Fur,3.4900,Yarns,"
                            4 shades"
Blue Sky Fibers,"100% Wool, 17.6oz",Blue Sky Fibers Woolstok Jumbo,80.0000,Yarns,"
                            1 shade"
West Yorkshire Spinners,"100% Wool, 3.5oz",West Yorkshire Spinners Jacobs Aran,9.5000,Yarns,"
                            2 shades"
West Yorkshire Spinners,"80% Merino Wool 20% Silk, 3.5oz",West Yorkshire Spinners Exquisite,21.5000,Yarns,"
                            9 shades"
Rico,"50% Acrylic 50% Cotton, 1.8oz",Rico Creative Sport DK 50g,3.9900,Yarns,"
                            8 shades"
Hand Maiden,"65% Silk 35% Linen, 3.5oz",Hand Maiden Flyss,44.9900,Yarns,"
                            12 shades"
Universal Yarn,,Universal Yarn Japanese Knot Bag Multi Kit,37.9900,Kits,"
                            1 option"
Rowan,"70% Virgin Wool 30% Alpaca, 1.8oz",Rowan Alpaca Soft DK,12.9500,Yarns,"
                            13 shades"
Malabrigo,3.5oz,Malabrigo Dos Tierras,19.2500,Yarns,"
                            9 shades"
Bernat,"100% Polyester, 10.6oz",Bernat Baby Blanket Stripes,12.9900,Yarns,"
                            7 shades"
MillaMia,21.2oz,MillaMia Naturally Soft Aran 12 Ball Color Pack - Blanket by Anna Nikipirowicz for Breast Cancer Haven,113.8800,Yarns,"
                            1 colorway"
Paintbox Yarns,,Paintbox Yarns Wool Mix Super Chunky Large Children's Comforter 20 Ball Project Pack,160.0000,Kits,"
                            1 option"
Paintbox Yarns,,Paintbox Yarns Wool Mix Super Chunky Small Children's Comforter 10 Ball Project Pack,80.0000,Kits,"
                            1 option"
MillaMia,,MillaMia Naturally Soft Super Chunky Selma Cable Scarf 9 Ball Project Pack,116.9100,Kits,"
                            2 options"
MillaMia,,MillaMia Naturally Soft Super Chunky Lisen Stripe Scarf 8 Ball Project Pack,103.9200,Kits,"
                            2 options"
Berroco,"37% Cotton 36% Acrylic 27% Viscose, 3.5oz",Berroco Medina,15.0000,Yarns,"
                            4 shades"
Berroco,"50% Wool 50% Acrylic, 3.5oz",Berroco Millefiori Light,16.0000,Yarns,"
                            3 shades"
Red Heart US,"50% Cotton 50% Acrylic, 7oz",Red Heart It's A Wrap,10.9900,Yarns,"
                            1 shade"
Red Heart US,"100% Acrylic, 10oz",Red Heart Super Saver Ombré,10.7900,Yarns,"
                            7 shades"
Loopy Mango,"100% Cotton, 17.6oz",Loopy Mango Big Cotton Cone,79.0000,Yarns,"
                            4 shades"
The Fibre Co.,"90% Wool 10% Mohair, 3.5oz",The Fibre Co. Cumbria Fingering,22.0000,Yarns,"
                            10 shades"
The Fibre Co.,"40% Merino Wool 25% Llama 20% Silk 15% Linen, 3.5oz",The Fibre Co. Meadow,28.0000,Yarns,"
                            3 shades"
Loopy Mango,,Loopy Mango DIY Kit Her Beanie,53.9900,Kits,"
                            2 options"
Loopy Mango,,Loopy Mango DIY Kit Mini Pom Pom Beanie,41.9900,Kits,"
                            2 options"
Loopy Mango,,Loopy Mango Super Cropped Cardigan in Small / Medium,143.9900,Kits,"
                            2 options"
The Yarn Collective,"100% Merino Wool, 10.6oz",The Yarn Collective Bloomsbury DK 3 Skein Color Pack,65.9700,Yarns,"
                            2 colorways"
Knit Collage,"99% Wool 1% Polyester, 3.5oz",Knit Collage Cast Away,37.0000,Yarns,"
                            4 shades"
MillaMia,8.8oz,MillaMia Naturally Soft Merino Ombre 5 Ball Color Pack,47.4500,Yarns,"
                            1 colorway"
Lion Brand,"58% Cotton 39% Acrylic 3% Polyester, 5.3oz",Lion Brand Shawl in a ball,9.9900,Yarns,"
                            2 shades"
MillaMia,"100% Cotton, 17.6oz",MillaMia Naturally Soft Cotton 10 Ball Value Pack,49.9000,Yarns,"
                            18 colorways"
Juniper Moon Farm,"100% Baby Alpaca, 3.5oz",Juniper Moon Farm Herriot,21.9500,Yarns,"
                            4 shades"
Juniper Moon Farm,"40% Wool 40% Alpaca 20% Silk, 100oz",Juniper Moon Farm Moonshine,21.9500,Yarns,"
                            22 shades"
Noro,"50% Wool 25% Silk 25% Alpaca, 3.5oz",Noro Tennen,25.0000,Yarns,"
                            3 shades"
Noro,"40% Cotton 25% Silk 25% Viscose 10% Polyamide, 3.5oz",Noro Mirai,19.9900,Yarns,"
                            5 shades"
Schachenmayr,"100% Acrylic, 3.5oz",Schachenmayr Soft & Easy,4.2500,Yarns,"
                            6 shades"
The Yarn Collective,"85% Merino Wool 15% Yak, 17.6oz",The Yarn Collective Hudson Worsted 5 Ball Value Pack,114.9500,Yarns,"
                            10 colorways"
Schachenmayr,"100% Acrylic, 1.8oz",Schachenmayr Bravo Softy,2.2500,Yarns,"
                            18 shades"
Paintbox Yarns,"75% Wool 25% Polyamide, 35.3oz",Paintbox Yarns Socks 10 Ball Value Pack,100.0000,Yarns,"
                            12 colorways"
Noro,"65% Wool 35% Cashmere, 3.5oz",Noro Miyabi,39.9500,Yarns,"
                            7 shades"
Debbie Bliss,"55% Wool 33% Acrylic 12% Cashmere, 8.8oz",Debbie Bliss Baby Cashmerino Tonals 5 Ball Value Pack,49.9500,Yarns,"
                            12 colorways"
Debbie Bliss,"100% Merino Wool, 8.8oz",Debbie Bliss Rialto 4 Ply 5 Ball Value Pack,49.0000,Yarns,"
                            14 colorways"
MillaMia,"75% Wool 25% Polyamide, 17.6oz",MillaMia Naturally Soft Sock 10 Ball Value Pack,60.0000,Yarns,"
                            20 colorways"
Mirasol,"50% Wool 50% Cotton, 3.5oz",Mirasol Kancha,19.9500,Yarns,"
                            1 shade"
Paintbox Yarns,"60% Cotton 40% Polyester, 44.1oz",Funky Fairisle Wall Hanging Home Collection - Paintbox Yarns Recycled Ribbon 5 Ball Color Pack,50.0000,Yarns,"
                            2 colorways"
Paintbox Yarns,"60% Cotton 40% Polyester, 61.7oz",Dazzling Bathmat Colourful Home Collection - Paintbox Yarns Recycled Big Cotton 7 Ball Color Pack,101.5000,Yarns,"
                            2 colorways"
Berroco,"56% Linen 44% Silk, 1.8oz",Berroco Chai,13.0000,Yarns,"
                            6 shades"
Noro,"100% Wool, 7.1oz",Noro Tsuido,39.9500,Yarns,"
                            8 shades"
Sirdar,"55% Acrylic 25% Nylon 20% Alpaca, 1.8oz",Sirdar Saltaire,6.9900,Yarns,"
                            10 shades"
Cascade Yarns,"95% Wool 3% Acrylic 2% Viscose, 8.8oz",Cascade Yarns Magnum Tweed,27.9900,Yarns,"
                            10 shades"
Katia,"50% Polyester 50% Acrylic, 1.8oz",Katia Baby Jacquard,6.0000,Yarns,"
                            9 shades"
Novita,"100% Merino Wool, 1.8oz",Novita Merino DK,5.9000,Yarns,"
                            6 shades"
The Make Arcade,,The Make Arcade Bunny Pom Pom Set Knitting Kit,10.5000,Kits,
The Make Arcade,,The Make Arcade Pig Pom Pom Set Knitting Kit,11.9900,Kits,
The Make Arcade,,The Make Arcade Pom Pom Garland Knitting Kit,21.5000,Kits,
Loopy Mango,,Loopy Mango All You Knit Kit - My First Scarf,84.0000,Kits,"
                            6 options"
Loopy Mango,,Loopy Mango All You Knit Kit - My First Hat,58.0000,Kits,"
                            6 options"
Rico,"85% Cotton 15% Polyamide, 1.8oz",Rico Fashion Cottony,10.4900,Yarns,"
                            6 shades"
Lana Grossa,"8% Polyamide 23% Acrylic 23% Cotton 23% Silk 23% Wool, 3.5oz",Lana Grossa Amoroso,22.9900,Yarns,"
                            8 shades"
Tahki Yarns,"100% Wool, 3.5oz",Tahki Yarns Classic Superwash,10.9900,Yarns,"
                            12 shades"
Tahki Yarns,"100% Cotton, 1.8oz",Tahki Yarns Cotton Classic Twist,6.9900,Yarns,"
                            8 shades"
Tahki Yarns,"50% Cotton 50% Lyocell, 1.8oz",Tahki Yarns Tiburon,6.9900,Yarns,"
                            11 shades"
Cloudborn,"50% Alpaca 50% Wool, 1.8oz",Cloudborn Alpaca Wool Sport,7.0000,Yarns,"
                            4 shades"
Bluprint,,Bluprint Pulsing Prism Afghan Crochet Kit,70.0000,Kits,
Bluprint,,Bluprint Desert Fiber Garden Crochet Kit,70.0000,Kits,
Regia,5.3oz,Regia 6 Ply Digital Future,19.0000,Yarns,"
                            6 shades"
Regia,3.5oz,Regia Premium Bamboo,25.0000,Yarns,"
                            5 shades"
Regia,3.5oz,Regia 4 Ply Space Color,17.5000,Yarns,"
                            5 shades"
Schachenmayr,"75% Virgin Wool 25% Nylon, 3.5oz",Schachenmayr Colour Up,16.5000,Yarns,"
                            9 shades"
Gedifra,1.8oz,Gedifra Cuor di Cotone 120,9.0000,Yarns,"
                            27 shades"
KFI Collection,"100% Merino Wool, 3.5oz",KFI Collection Indulgence Hand Painted,22.0000,Yarns,"
                            11 shades"
Stylecraft,"100% Acrylic, 31.7oz",Stylecraft Letitia's Garden CAL in Special DK - City Garden - Runner,28.3500,Yarns,"
                            1 colorway"
Berroco,"50% Cotton 20% Nylon 16% Alpaca 14% Wool, 1.8oz",Berroco Dulce,12.0000,Yarns,"
                            9 shades"
Berroco,"72% Wool 20% Alpaca 8% Nylon, 3.5oz",Berroco Topaz,20.0000,Yarns,"
                            9 shades"
Universal Yarn,"50% Bamboo 35% Wool 15% Polyamide, 3.5oz",Universal Yarn Wool Pop,14.0000,Yarns,"
                            30 shades"
Lion Brand,"100% Acrylic, 3.5oz",Lion Brand Landscape Fusion,6.9900,Yarns,"
                            6 shades"
Lion Brand,"75% Acrylic 15% Wool 10% Nylon, 3.5oz",Lion Brand Mandala Watercolors,5.9900,Yarns,"
                            6 shades"
DMC,,DMC Mindful Making The Wind Down Table Mat Macrame Kit,36.9900,Kits,
Hoooked,,Hoooked DIY Crochet Kit Tablet Sleeve RibbonXL,16.5900,Kits,"
                            2 options"
Hoooked,,Hoooked DIY Crochet Kit Penguin Coco Eco Barbante  - Noir/Lotus,11.1200,Kits,
Hoooked,,Hoooked DIY Knit Kit Beanie & Scarf Bolzano RibbonXL - Emerald Splash,39.0000,Kits,
Hoooked,,Hoooked DIY Crochet & Knit Kit Pouf Zpagetti,39.9900,Kits,"
                            2 options"
Hoooked,,Hoooked DIY Knit Kit Cable Throw RibbonXL,59.1400,Kits,"
                            2 options"
Rowan,"100% Wool, 1.8oz",Rowan Pebble Island,22.6000,Yarns,"
                            10 shades"
Stylecraft,"80% Acrylic 20% Wool, 14.1oz",Stylecraft Special Aran with Wool Marl,14.9900,Yarns,"
                            4 shades"
Plymouth Yarn,"85% Cotton 15% Nylon, 3.5oz",Plymouth Yarn Shades of Sockotta,13.9900,Yarns,"
                            7 shades"
Hayfield,,Hayfield 10126 Bonus Hexagon Throw Exclusive LoveCrafts Kit,58.5000,Kits,
Hayfield,,Hayfield 10120 Blanket & Cushion Exclusive LoveCrafts Kit,58.5000,Kits,
Hayfield,,Hayfield 10122 Octagon Squares Blanket Exclusive LoveCrafts Kit,31.5000,Kits,
Valley Yarns,"70% Merino Wool 30% Cashmere, 8.8oz",Valley Yarns Taconic 5 Ball Value Pack,104.9500,Yarns,"
                            9 colorways"
Valley Yarns,"70% Merino Wool 30% Cashmere, 17.6oz",Valley Yarns Wachusett 10 Ball Value Pack,209.9000,Yarns,"
                            16 colorways"
Valley Yarns,"70% Merino Wool 30% Cashmere, 17.6oz",Valley Yarns Taconic 10 Ball Value Pack,209.9000,Yarns,"
                            9 colorways"
Valley Yarns,"70% Merino Wool 30% Cashmere, 8.8oz",Valley Yarns Wachusett 5 Ball Value Pack,104.9500,Yarns,"
                            16 colorways"
Valley Yarns,"52% Cotton 48% Bamboo, 17.6oz",Valley Yarns Southwick 10 Ball Value Pack,53.9000,Yarns,"
                            20 colorways"
Lana Grossa,,Lana Grossa Cool Wool Big 44 Poncho 8 Ball Project Pack,71.9200,Kits,
Valley Yarns,"95% Cashmere 5% Merino Wool, 8.8oz",Valley Yarns Brodie 5 Ball Value Pack,124.9500,Yarns,"
                            17 colorways"
Valley Yarns,"95% Cashmere 5% Merino Wool, 17.6oz",Valley Yarns Brodie 10 Ball Value Pack,249.9000,Yarns,"
                            17 colorways"
